LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
IRL,GDEXPRD,TOT,MLN_USD,A,1994,1254.037021,
IRL,GDEXPRD,TOT,MLN_USD,A,1995,1384.204707,
IRL,GDEXPRD,TOT,MLN_USD,A,1996,1542.89599,
IRL,GDEXPRD,TOT,MLN_USD,A,1997,1674.89599,
IRL,GDEXPRD,TOT,MLN_USD,A,1998,1771.28926,
IRL,GDEXPRD,TOT,MLN_USD,A,1999,1866.385169,
IRL,GDEXPRD,TOT,MLN_USD,A,2000,1921.537166,
IRL,GDEXPRD,TOT,MLN_USD,A,2001,1963.461747,
IRL,GDEXPRD,TOT,MLN_USD,A,2002,2085.600464,
IRL,GDEXPRD,TOT,MLN_USD,A,2003,2287.885644,
IRL,GDEXPRD,TOT,MLN_USD,A,2004,2559.22416,
IRL,GDEXPRD,TOT,MLN_USD,A,2005,2737.568075,
IRL,GDEXPRD,TOT,MLN_USD,A,2006,2889.793367,
IRL,GDEXPRD,TOT,MLN_USD,A,2007,3132.263525,
IRL,GDEXPRD,TOT,MLN_USD,A,2008,3366.529653,
IRL,GDEXPRD,TOT,MLN_USD,A,2009,3703.394213,
IRL,GDEXPRD,TOT,MLN_USD,A,2010,3731.336657,
IRL,GDEXPRD,TOT,MLN_USD,A,2011,3671.358042,
IRL,GDEXPRD,TOT,MLN_USD,A,2012,3681.077148,
IRL,GDEXPRD,TOT,MLN_USD,A,2013,3741.848683,
IRL,GDEXPRD,TOT,MLN_USD,A,2014,3951.146963,
IRL,GDEXPRD,TOT,MLN_USD,A,2015,3840.417856,
IRL,GDEXPRD,TOT,MLN_USD,A,2016,3934.232682,
IRL,GDEXPRD,TOT,MLN_USD,A,2017,4503.174538,
IRL,GDEXPRD,TOT,MLN_USD,A,2018,3927.714037,
IRL,GDEXPRD,TOT,PC_GDP,A,1981,0.648097359,
IRL,GDEXPRD,TOT,PC_GDP,A,1982,0.644179617,
IRL,GDEXPRD,TOT,PC_GDP,A,1983,0.621872826,
IRL,GDEXPRD,TOT,PC_GDP,A,1984,0.676790584,
IRL,GDEXPRD,TOT,PC_GDP,A,1985,0.733488239,
IRL,GDEXPRD,TOT,PC_GDP,A,1986,0.79566922,
IRL,GDEXPRD,TOT,PC_GDP,A,1987,0.792065677,
IRL,GDEXPRD,TOT,PC_GDP,A,1988,0.762090635,
IRL,GDEXPRD,TOT,PC_GDP,A,1989,0.765397621,
IRL,GDEXPRD,TOT,PC_GDP,A,1990,0.792276574,
IRL,GDEXPRD,TOT,PC_GDP,A,1991,0.893563779,
IRL,GDEXPRD,TOT,PC_GDP,A,1992,0.992527637,
IRL,GDEXPRD,TOT,PC_GDP,A,1993,1.123369997,
IRL,GDEXPRD,TOT,PC_GDP,A,1994,1.215643529,
IRL,GDEXPRD,TOT,PC_GDP,A,1995,1.223909411,
IRL,GDEXPRD,TOT,PC_GDP,A,1996,1.270058686,
IRL,GDEXPRD,TOT,PC_GDP,A,1997,1.243165149,
IRL,GDEXPRD,TOT,PC_GDP,A,1998,1.209582524,
IRL,GDEXPRD,TOT,PC_GDP,A,1999,1.153376437,
IRL,GDEXPRD,TOT,PC_GDP,A,2000,1.084974768,
IRL,GDEXPRD,TOT,PC_GDP,A,2001,1.053061869,
IRL,GDEXPRD,TOT,PC_GDP,A,2002,1.056052088,
IRL,GDEXPRD,TOT,PC_GDP,A,2003,1.124517077,
IRL,GDEXPRD,TOT,PC_GDP,A,2004,1.17865714,
IRL,GDEXPRD,TOT,PC_GDP,A,2005,1.19280564,
IRL,GDEXPRD,TOT,PC_GDP,A,2006,1.198364926,
IRL,GDEXPRD,TOT,PC_GDP,A,2007,1.233252903,
IRL,GDEXPRD,TOT,PC_GDP,A,2008,1.387662099,
IRL,GDEXPRD,TOT,PC_GDP,A,2009,1.608199395,
IRL,GDEXPRD,TOT,PC_GDP,A,2010,1.591527086,
IRL,GDEXPRD,TOT,PC_GDP,A,2011,1.560584767,
IRL,GDEXPRD,TOT,PC_GDP,A,2012,1.561192197,
IRL,GDEXPRD,TOT,PC_GDP,A,2013,1.565802252,
IRL,GDEXPRD,TOT,PC_GDP,A,2014,1.523060953,
IRL,GDEXPRD,TOT,PC_GDP,A,2015,1.182764363,
IRL,GDEXPRD,TOT,PC_GDP,A,2016,1.168675544,
IRL,GDEXPRD,TOT,PC_GDP,A,2017,1.236929842,
IRL,GDEXPRD,TOT,PC_GDP,A,2018,0.997378121,
ITA,GDEXPRD,TOT,MLN_USD,A,1981,12538.44734,
ITA,GDEXPRD,TOT,MLN_USD,A,1982,12930.37899,
ITA,GDEXPRD,TOT,MLN_USD,A,1983,13774.1992,
ITA,GDEXPRD,TOT,MLN_USD,A,1984,15109.87091,
ITA,GDEXPRD,TOT,MLN_USD,A,1985,17260.8288,
ITA,GDEXPRD,TOT,MLN_USD,A,1986,17915.4889,
ITA,GDEXPRD,TOT,MLN_USD,A,1987,19399.29465,
ITA,GDEXPRD,TOT,MLN_USD,A,1988,20654.98312,
ITA,GDEXPRD,TOT,MLN_USD,A,1989,21674.65995,
ITA,GDEXPRD,TOT,MLN_USD,A,1990,22859.51953,
ITA,GDEXPRD,TOT,MLN_USD,A,1991,22068.54063,
ITA,GDEXPRD,TOT,MLN_USD,A,1992,21504.98732,
ITA,GDEXPRD,TOT,MLN_USD,A,1993,20303.20708,
ITA,GDEXPRD,TOT,MLN_USD,A,1994,19358.77807,
ITA,GDEXPRD,TOT,MLN_USD,A,1995,18954.10114,
ITA,GDEXPRD,TOT,MLN_USD,A,1996,19447.79821,
ITA,GDEXPRD,TOT,MLN_USD,A,1997,20678.5849,
ITA,GDEXPRD,TOT,MLN_USD,A,1998,21419.15682,
ITA,GDEXPRD,TOT,MLN_USD,A,1999,21242.75987,
ITA,GDEXPRD,TOT,MLN_USD,A,2000,22564.05112,
ITA,GDEXPRD,TOT,MLN_USD,A,2001,23853.93251,
ITA,GDEXPRD,TOT,MLN_USD,A,2002,24845.9314,
ITA,GDEXPRD,TOT,MLN_USD,A,2003,24367.3548,
ITA,GDEXPRD,TOT,MLN_USD,A,2004,24511.40623,
ITA,GDEXPRD,TOT,MLN_USD,A,2005,24573.04775,
ITA,GDEXPRD,TOT,MLN_USD,A,2006,25962.95062,
ITA,GDEXPRD,TOT,MLN_USD,A,2007,27442.36582,
ITA,GDEXPRD,TOT,MLN_USD,A,2008,27918.21096,
ITA,GDEXPRD,TOT,MLN_USD,A,2009,27769.80101,
ITA,GDEXPRD,TOT,MLN_USD,A,2010,28247.79134,
ITA,GDEXPRD,TOT,MLN_USD,A,2011,28064.04629,
ITA,GDEXPRD,TOT,MLN_USD,A,2012,28601.65032,
ITA,GDEXPRD,TOT,MLN_USD,A,2013,28939.98465,
ITA,GDEXPRD,TOT,MLN_USD,A,2014,29768.96865,
ITA,GDEXPRD,TOT,MLN_USD,A,2015,30002.89459,
ITA,GDEXPRD,TOT,MLN_USD,A,2016,31024.85487,
ITA,GDEXPRD,TOT,MLN_USD,A,2017,31627.98413,
ITA,GDEXPRD,TOT,MLN_USD,A,2018,33181.90653,
ITA,GDEXPRD,TOT,PC_GDP,A,1981,0.828268208,
ITA,GDEXPRD,TOT,PC_GDP,A,1982,0.85064041,
ITA,GDEXPRD,TOT,PC_GDP,A,1983,0.89567981,
ITA,GDEXPRD,TOT,PC_GDP,A,1984,0.951828493,
ITA,GDEXPRD,TOT,PC_GDP,A,1985,1.057729373,
ITA,GDEXPRD,TOT,PC_GDP,A,1986,1.067321316,
ITA,GDEXPRD,TOT,PC_GDP,A,1987,1.119970528,
ITA,GDEXPRD,TOT,PC_GDP,A,1988,1.144461574,
ITA,GDEXPRD,TOT,PC_GDP,A,1989,1.161600844,
ITA,GDEXPRD,TOT,PC_GDP,A,1990,1.201246469,
ITA,GDEXPRD,TOT,PC_GDP,A,1991,1.142110493,
ITA,GDEXPRD,TOT,PC_GDP,A,1992,1.103736782,
ITA,GDEXPRD,TOT,PC_GDP,A,1993,1.051018936,
ITA,GDEXPRD,TOT,PC_GDP,A,1994,0.981027348,
ITA,GDEXPRD,TOT,PC_GDP,A,1995,0.933569279,
ITA,GDEXPRD,TOT,PC_GDP,A,1996,0.945903378,
ITA,GDEXPRD,TOT,PC_GDP,A,1997,0.987689651,
ITA,GDEXPRD,TOT,PC_GDP,A,1998,1.004867955,
ITA,GDEXPRD,TOT,PC_GDP,A,1999,0.980649696,
ITA,GDEXPRD,TOT,PC_GDP,A,2000,1.003638383,
ITA,GDEXPRD,TOT,PC_GDP,A,2001,1.040703705,
ITA,GDEXPRD,TOT,PC_GDP,A,2002,1.081237087,
ITA,GDEXPRD,TOT,PC_GDP,A,2003,1.058942569,
ITA,GDEXPRD,TOT,PC_GDP,A,2004,1.050251357,
ITA,GDEXPRD,TOT,PC_GDP,A,2005,1.044351322,
ITA,GDEXPRD,TOT,PC_GDP,A,2006,1.084011276,
ITA,GDEXPRD,TOT,PC_GDP,A,2007,1.128991247,
ITA,GDEXPRD,TOT,PC_GDP,A,2008,1.159724428,
ITA,GDEXPRD,TOT,PC_GDP,A,2009,1.217874664,
ITA,GDEXPRD,TOT,PC_GDP,A,2010,1.217970018,
ITA,GDEXPRD,TOT,PC_GDP,A,2011,1.201548465,
ITA,GDEXPRD,TOT,PC_GDP,A,2012,1.262190426,
ITA,GDEXPRD,TOT,PC_GDP,A,2013,1.301074753,
ITA,GDEXPRD,TOT,PC_GDP,A,2014,1.338404821,
ITA,GDEXPRD,TOT,PC_GDP,A,2015,1.33850443,
ITA,GDEXPRD,TOT,PC_GDP,A,2016,1.366422477,
ITA,GDEXPRD,TOT,PC_GDP,A,2017,1.370134092,
ITA,GDEXPRD,TOT,PC_GDP,A,2018,1.426068763,
JPN,GDEXPRD,TOT,MLN_USD,A,1981,55235.80328,
JPN,GDEXPRD,TOT,MLN_USD,A,1982,59340.46532,
JPN,GDEXPRD,TOT,MLN_USD,A,1983,64710.17545,
JPN,GDEXPRD,TOT,MLN_USD,A,1984,70331.76168,
JPN,GDEXPRD,TOT,MLN_USD,A,1985,78704.43645,
JPN,GDEXPRD,TOT,MLN_USD,A,1986,80151.8566,
JPN,GDEXPRD,TOT,MLN_USD,A,1987,85897.64317,
JPN,GDEXPRD,TOT,MLN_USD,A,1988,92535.81646,
JPN,GDEXPRD,TOT,MLN_USD,A,1989,101059.2453,
JPN,GDEXPRD,TOT,MLN_USD,A,1990,109183.5494,
JPN,GDEXPRD,TOT,MLN_USD,A,1991,111662.2469,
JPN,GDEXPRD,TOT,MLN_USD,A,1992,110487.991,
JPN,GDEXPRD,TOT,MLN_USD,A,1993,107630.3002,
JPN,GDEXPRD,TOT,MLN_USD,A,1994,106418.7396,
JPN,GDEXPRD,TOT,MLN_USD,A,1995,113277.9083,
JPN,GDEXPRD,TOT,MLN_USD,A,1996,120536.2816,
JPN,GDEXPRD,TOT,MLN_USD,A,1997,125345.8671,
JPN,GDEXPRD,TOT,MLN_USD,A,1998,128582.6237,
JPN,GDEXPRD,TOT,MLN_USD,A,1999,129115.973,
JPN,GDEXPRD,TOT,MLN_USD,A,2000,133294.5308,
JPN,GDEXPRD,TOT,MLN_USD,A,2001,136882.7705,
JPN,GDEXPRD,TOT,MLN_USD,A,2002,138986.1258,
JPN,GDEXPRD,TOT,MLN_USD,A,2003,142468.5352,
JPN,GDEXPRD,TOT,MLN_USD,A,2004,144966.6428,
JPN,GDEXPRD,TOT,MLN_USD,A,2005,154745.7807,
JPN,GDEXPRD,TOT,MLN_USD,A,2006,161751.1105,
JPN,GDEXPRD,TOT,MLN_USD,A,2007,167493.8319,
JPN,GDEXPRD,TOT,MLN_USD,A,2008,165542.3688,
JPN,GDEXPRD,TOT,MLN_USD,A,2009,151612.7898,
JPN,GDEXPRD,TOT,MLN_USD,A,2010,153356.9848,
JPN,GDEXPRD,TOT,MLN_USD,A,2011,158438.4146,
JPN,GDEXPRD,TOT,MLN_USD,A,2012,159038.8245,
JPN,GDEXPRD,TOT,MLN_USD,A,2013,167572.0807,
JPN,GDEXPRD,TOT,MLN_USD,A,2014,172526.0056,
JPN,GDEXPRD,TOT,MLN_USD,A,2015,168546.1195,
JPN,GDEXPRD,TOT,MLN_USD,A,2016,163035.0368,
JPN,GDEXPRD,TOT,MLN_USD,A,2017,169213.4214,
JPN,GDEXPRD,TOT,MLN_USD,A,2018,173313.4118,
JPN,GDEXPRD,TOT,PC_GDP,A,1981,2.046936901,
JPN,GDEXPRD,TOT,PC_GDP,A,1982,2.128541096,
JPN,GDEXPRD,TOT,PC_GDP,A,1983,2.242160161,
JPN,GDEXPRD,TOT,PC_GDP,A,1984,2.331959317,
JPN,GDEXPRD,TOT,PC_GDP,A,1985,2.479791481,
JPN,GDEXPRD,TOT,PC_GDP,A,1986,2.444092905,
JPN,GDEXPRD,TOT,PC_GDP,A,1987,2.500987418,
JPN,GDEXPRD,TOT,PC_GDP,A,1988,2.523072827,
JPN,GDEXPRD,TOT,PC_GDP,A,1989,2.627811746,
JPN,GDEXPRD,TOT,PC_GDP,A,1990,2.706637464,
JPN,GDEXPRD,TOT,PC_GDP,A,1991,2.676610774,
JPN,GDEXPRD,TOT,PC_GDP,A,1992,2.626191229,
JPN,GDEXPRD,TOT,PC_GDP,A,1993,2.571585472,
JPN,GDEXPRD,TOT,PC_GDP,A,1994,2.517636142,
JPN,GDEXPRD,TOT,PC_GDP,A,1995,2.60838363,
JPN,GDEXPRD,TOT,PC_GDP,A,1996,2.69206395,
JPN,GDEXPRD,TOT,PC_GDP,A,1997,2.769678503,
JPN,GDEXPRD,TOT,PC_GDP,A,1998,2.873625082,
JPN,GDEXPRD,TOT,PC_GDP,A,1999,2.892833239,
JPN,GDEXPRD,TOT,PC_GDP,A,2000,2.905686094,
JPN,GDEXPRD,TOT,PC_GDP,A,2001,2.97183048,
JPN,GDEXPRD,TOT,PC_GDP,A,2002,3.013939714,
JPN,GDEXPRD,TOT,PC_GDP,A,2003,3.042953376,
JPN,GDEXPRD,TOT,PC_GDP,A,2004,3.029518467,
JPN,GDEXPRD,TOT,PC_GDP,A,2005,3.180993824,
JPN,GDEXPRD,TOT,PC_GDP,A,2006,3.278443068,
JPN,GDEXPRD,TOT,PC_GDP,A,2007,3.339596026,
JPN,GDEXPRD,TOT,PC_GDP,A,2008,3.337179962,
JPN,GDEXPRD,TOT,PC_GDP,A,2009,3.231398506,
JPN,GDEXPRD,TOT,PC_GDP,A,2010,3.137075378,
JPN,GDEXPRD,TOT,PC_GDP,A,2011,3.244766421,
JPN,GDEXPRD,TOT,PC_GDP,A,2012,3.209083937,
JPN,GDEXPRD,TOT,PC_GDP,A,2013,3.314959827,
JPN,GDEXPRD,TOT,PC_GDP,A,2014,3.400218535,
JPN,GDEXPRD,TOT,PC_GDP,A,2015,3.281649206,
JPN,GDEXPRD,TOT,PC_GDP,A,2016,3.15786429,
JPN,GDEXPRD,TOT,PC_GDP,A,2017,3.207976627,
JPN,GDEXPRD,TOT,PC_GDP,A,2018,3.275119511,
KOR,GDEXPRD,TOT,MLN_USD,A,1991,10085.91284,
KOR,GDEXPRD,TOT,MLN_USD,A,1992,11230.83592,
KOR,GDEXPRD,TOT,MLN_USD,A,1993,13042.6482,
KOR,GDEXPRD,TOT,MLN_USD,A,1994,15480.49442,
KOR,GDEXPRD,TOT,MLN_USD,A,1995,17310.2166,
KOR,GDEXPRD,TOT,MLN_USD,A,1996,19131.76725,
KOR,GDEXPRD,TOT,MLN_USD,A,1997,20594.78459,
KOR,GDEXPRD,TOT,MLN_USD,A,1998,18314.05042,
KOR,GDEXPRD,TOT,MLN_USD,A,1999,19490.18846,
KOR,GDEXPRD,TOT,MLN_USD,A,2000,22396.70368,
KOR,GDEXPRD,TOT,MLN_USD,A,2001,25179.13473,
KOR,GDEXPRD,TOT,MLN_USD,A,2002,26280.25386,
KOR,GDEXPRD,TOT,MLN_USD,A,2003,27960.47006,
KOR,GDEXPRD,TOT,MLN_USD,A,2004,31543.79036,
KOR,GDEXPRD,TOT,MLN_USD,A,2005,33990.9138,
KOR,GDEXPRD,TOT,MLN_USD,A,2006,38566.2917,
KOR,GDEXPRD,TOT,MLN_USD,A,2007,43102.34081,
KOR,GDEXPRD,TOT,MLN_USD,A,2008,46198.49063,
KOR,GDEXPRD,TOT,MLN_USD,A,2009,49023.33968,
KOR,GDEXPRD,TOT,MLN_USD,A,2010,55172.88513,
KOR,GDEXPRD,TOT,MLN_USD,A,2011,61971.73953,
KOR,GDEXPRD,TOT,MLN_USD,A,2012,68026.1989,
KOR,GDEXPRD,TOT,MLN_USD,A,2013,72016.878,
KOR,GDEXPRD,TOT,MLN_USD,A,2014,76705.02825,
KOR,GDEXPRD,TOT,MLN_USD,A,2015,76932.39055,
KOR,GDEXPRD,TOT,MLN_USD,A,2016,79375.42598,
KOR,GDEXPRD,TOT,MLN_USD,A,2017,88147.68733,
KOR,GDEXPRD,TOT,MLN_USD,A,2018,95461.74999,
KOR,GDEXPRD,TOT,PC_GDP,A,1991,1.69688262,
KOR,GDEXPRD,TOT,PC_GDP,A,1992,1.779607941,
KOR,GDEXPRD,TOT,PC_GDP,A,1993,1.934268418,
KOR,GDEXPRD,TOT,PC_GDP,A,1994,2.102271124,
KOR,GDEXPRD,TOT,PC_GDP,A,1995,2.145420094,
KOR,GDEXPRD,TOT,PC_GDP,A,1996,2.203813413,
KOR,GDEXPRD,TOT,PC_GDP,A,1997,2.239701054,
KOR,GDEXPRD,TOT,PC_GDP,A,1998,2.106944762,
KOR,GDEXPRD,TOT,PC_GDP,A,1999,2.014447616,
KOR,GDEXPRD,TOT,PC_GDP,A,2000,2.125194895,
KOR,GDEXPRD,TOT,PC_GDP,A,2001,2.278647192,
KOR,GDEXPRD,TOT,PC_GDP,A,2002,2.207744259,
KOR,GDEXPRD,TOT,PC_GDP,A,2003,2.277224508,
KOR,GDEXPRD,TOT,PC_GDP,A,2004,2.442138487,
KOR,GDEXPRD,TOT,PC_GDP,A,2005,2.522896141,
KOR,GDEXPRD,TOT,PC_GDP,A,2006,2.719338038,
KOR,GDEXPRD,TOT,PC_GDP,A,2007,2.872581495,
KOR,GDEXPRD,TOT,PC_GDP,A,2008,2.988872005,
KOR,GDEXPRD,TOT,PC_GDP,A,2009,3.146685578,
KOR,GDEXPRD,TOT,PC_GDP,A,2010,3.315776721,
KOR,GDEXPRD,TOT,PC_GDP,A,2011,3.591985221,
KOR,GDEXPRD,TOT,PC_GDP,A,2012,3.850404604,
KOR,GDEXPRD,TOT,PC_GDP,A,2013,3.951238982,
KOR,GDEXPRD,TOT,PC_GDP,A,2014,4.077864757,
KOR,GDEXPRD,TOT,PC_GDP,A,2015,3.978200252,
KOR,GDEXPRD,TOT,PC_GDP,A,2016,3.987037181,
KOR,GDEXPRD,TOT,PC_GDP,A,2017,4.292055599,
KOR,GDEXPRD,TOT,PC_GDP,A,2018,4.527533698,
LUX,GDEXPRD,TOT,MLN_USD,A,2000,619.7360062,
LUX,GDEXPRD,TOT,MLN_USD,A,2003,691.3745054,
LUX,GDEXPRD,TOT,MLN_USD,A,2004,706.0697283,
LUX,GDEXPRD,TOT,MLN_USD,A,2005,714.4184968,
LUX,GDEXPRD,TOT,MLN_USD,A,2006,796.8502316,
LUX,GDEXPRD,TOT,MLN_USD,A,2007,824.3034403,
LUX,GDEXPRD,TOT,MLN_USD,A,2008,829.968819,
LUX,GDEXPRD,TOT,MLN_USD,A,2009,820.4833741,
LUX,GDEXPRD,TOT,MLN_USD,A,2010,770.678657,
LUX,GDEXPRD,TOT,MLN_USD,A,2011,769.3162477,
LUX,GDEXPRD,TOT,MLN_USD,A,2012,666.9787165,
LUX,GDEXPRD,TOT,MLN_USD,A,2013,707.64192,
LUX,GDEXPRD,TOT,MLN_USD,A,2014,716.164903,
LUX,GDEXPRD,TOT,MLN_USD,A,2015,769.5583449,
LUX,GDEXPRD,TOT,MLN_USD,A,2016,802.081705,
LUX,GDEXPRD,TOT,MLN_USD,A,2017,798.0701096,
LUX,GDEXPRD,TOT,MLN_USD,A,2018,785.7525663,
LUX,GDEXPRD,TOT,PC_GDP,A,2000,1.576729466,
LUX,GDEXPRD,TOT,PC_GDP,A,2003,1.625948581,
LUX,GDEXPRD,TOT,PC_GDP,A,2004,1.60261883,
LUX,GDEXPRD,TOT,PC_GDP,A,2005,1.57170714,
LUX,GDEXPRD,TOT,PC_GDP,A,2006,1.666743324,
LUX,GDEXPRD,TOT,PC_GDP,A,2007,1.591226372,
LUX,GDEXPRD,TOT,PC_GDP,A,2008,1.622929529,
LUX,GDEXPRD,TOT,PC_GDP,A,2009,1.677497099,
LUX,GDEXPRD,TOT,PC_GDP,A,2010,1.502570623,
LUX,GDEXPRD,TOT,PC_GDP,A,2011,1.462771176,
LUX,GDEXPRD,TOT,PC_GDP,A,2012,1.272673912,
LUX,GDEXPRD,TOT,PC_GDP,A,2013,1.302660068,
LUX,GDEXPRD,TOT,PC_GDP,A,2014,1.264036617,
LUX,GDEXPRD,TOT,PC_GDP,A,2015,1.302198172,
LUX,GDEXPRD,TOT,PC_GDP,A,2016,1.297860237,
LUX,GDEXPRD,TOT,PC_GDP,A,2017,1.268520652,
LUX,GDEXPRD,TOT,PC_GDP,A,2018,1.21126173,
MEX,GDEXPRD,TOT,MLN_USD,A,1993,2322.408833,
MEX,GDEXPRD,TOT,MLN_USD,A,1994,3218.206382,
MEX,GDEXPRD,TOT,MLN_USD,A,1995,3170.883385,
MEX,GDEXPRD,TOT,MLN_USD,A,1996,3449.263723,
MEX,GDEXPRD,TOT,MLN_USD,A,1997,4060.769196,
MEX,GDEXPRD,TOT,MLN_USD,A,1998,4668.764859,
MEX,GDEXPRD,TOT,MLN_USD,A,1999,5466.843891,
MEX,GDEXPRD,TOT,MLN_USD,A,2000,5104.062391,
MEX,GDEXPRD,TOT,MLN_USD,A,2001,5383.062268,
MEX,GDEXPRD,TOT,MLN_USD,A,2002,5880.804114,
MEX,GDEXPRD,TOT,MLN_USD,A,2003,6619.92749,
MEX,GDEXPRD,TOT,MLN_USD,A,2004,6792.385881,
MEX,GDEXPRD,TOT,MLN_USD,A,2005,7133.104476,
MEX,GDEXPRD,TOT,MLN_USD,A,2006,6907.088477,
MEX,GDEXPRD,TOT,MLN_USD,A,2007,7622.535849,
MEX,GDEXPRD,TOT,MLN_USD,A,2008,8591.055104,
MEX,GDEXPRD,TOT,MLN_USD,A,2009,8790.827857,
MEX,GDEXPRD,TOT,MLN_USD,A,2010,9535.773944,
MEX,GDEXPRD,TOT,MLN_USD,A,2011,9414.493752,
MEX,GDEXPRD,TOT,MLN_USD,A,2012,8715.371812,
MEX,GDEXPRD,TOT,MLN_USD,A,2013,8918.741343,
MEX,GDEXPRD,TOT,MLN_USD,A,2014,9394.535017,
MEX,GDEXPRD,TOT,MLN_USD,A,2015,9577.903052,
MEX,GDEXPRD,TOT,MLN_USD,A,2016,8896.543342,
MEX,GDEXPRD,TOT,MLN_USD,A,2017,7690.488109,
MEX,GDEXPRD,TOT,MLN_USD,A,2018,7483.644671,
MEX,GDEXPRD,TOT,PC_GDP,A,1993,0.177214967,
MEX,GDEXPRD,TOT,PC_GDP,A,1994,0.234007665,
MEX,GDEXPRD,TOT,PC_GDP,A,1995,0.246045954,
MEX,GDEXPRD,TOT,PC_GDP,A,1996,0.250668557,
MEX,GDEXPRD,TOT,PC_GDP,A,1997,0.276197685,
MEX,GDEXPRD,TOT,PC_GDP,A,1998,0.301958279,
MEX,GDEXPRD,TOT,PC_GDP,A,1999,0.344100069,
MEX,GDEXPRD,TOT,PC_GDP,A,2000,0.306134903,
MEX,GDEXPRD,TOT,PC_GDP,A,2001,0.324179898,
MEX,GDEXPRD,TOT,PC_GDP,A,2002,0.354296178,
MEX,GDEXPRD,TOT,PC_GDP,A,2003,0.393139264,
MEX,GDEXPRD,TOT,PC_GDP,A,2004,0.388162818,
MEX,GDEXPRD,TOT,PC_GDP,A,2005,0.398438586,
MEX,GDEXPRD,TOT,PC_GDP,A,2006,0.369217256,
MEX,GDEXPRD,TOT,PC_GDP,A,2007,0.398333773,
MEX,GDEXPRD,TOT,PC_GDP,A,2008,0.443870025,
MEX,GDEXPRD,TOT,PC_GDP,A,2009,0.479538784,
MEX,GDEXPRD,TOT,PC_GDP,A,2010,0.494848584,
MEX,GDEXPRD,TOT,PC_GDP,A,2011,0.471291438,
MEX,GDEXPRD,TOT,PC_GDP,A,2012,0.420960514,
MEX,GDEXPRD,TOT,PC_GDP,A,2013,0.425028177,
MEX,GDEXPRD,TOT,PC_GDP,A,2014,0.435489806,
MEX,GDEXPRD,TOT,PC_GDP,A,2015,0.429856312,
MEX,GDEXPRD,TOT,PC_GDP,A,2016,0.38798442,
MEX,GDEXPRD,TOT,PC_GDP,A,2017,0.328431066,
MEX,GDEXPRD,TOT,PC_GDP,A,2018,0.312913879,
NLD,GDEXPRD,TOT,MLN_USD,A,1981,6682.405151,
NLD,GDEXPRD,TOT,MLN_USD,A,1982,7003.394629,
NLD,GDEXPRD,TOT,MLN_USD,A,1983,7300.991304,
NLD,GDEXPRD,TOT,MLN_USD,A,1984,7278.166596,
NLD,GDEXPRD,TOT,MLN_USD,A,1985,8039.076823,
NLD,GDEXPRD,TOT,MLN_USD,A,1986,8741.955011,
NLD,GDEXPRD,TOT,MLN_USD,A,1987,9304.360005,
NLD,GDEXPRD,TOT,MLN_USD,A,1988,9341.778917,
NLD,GDEXPRD,TOT,MLN_USD,A,1989,9317.299029,
NLD,GDEXPRD,TOT,MLN_USD,A,1990,9919.883883,
NLD,GDEXPRD,TOT,MLN_USD,A,1991,9626.07626,
NLD,GDEXPRD,TOT,MLN_USD,A,1992,9451.676606,
NLD,GDEXPRD,TOT,MLN_USD,A,1993,9686.465382,
NLD,GDEXPRD,TOT,MLN_USD,A,1994,10174.36598,
NLD,GDEXPRD,TOT,MLN_USD,A,1995,10568.12918,
NLD,GDEXPRD,TOT,MLN_USD,A,1996,11047.20557,
NLD,GDEXPRD,TOT,MLN_USD,A,1997,11549.51779,
NLD,GDEXPRD,TOT,MLN_USD,A,1998,11415.15391,
NLD,GDEXPRD,TOT,MLN_USD,A,1999,12545.63226,
NLD,GDEXPRD,TOT,MLN_USD,A,2000,12835.1425,
NLD,GDEXPRD,TOT,MLN_USD,A,2001,13179.97706,
NLD,GDEXPRD,TOT,MLN_USD,A,2002,12836.08624,
NLD,GDEXPRD,TOT,MLN_USD,A,2003,13139.38613,
NLD,GDEXPRD,TOT,MLN_USD,A,2004,13438.63579,
NLD,GDEXPRD,TOT,MLN_USD,A,2005,13598.2274,
NLD,GDEXPRD,TOT,MLN_USD,A,2006,13805.44983,
NLD,GDEXPRD,TOT,MLN_USD,A,2007,13747.16603,
NLD,GDEXPRD,TOT,MLN_USD,A,2008,13645.14551,
NLD,GDEXPRD,TOT,MLN_USD,A,2009,13493.23244,
NLD,GDEXPRD,TOT,MLN_USD,A,2010,13989.1482,
NLD,GDEXPRD,TOT,MLN_USD,A,2011,15684.04367,
NLD,GDEXPRD,TOT,MLN_USD,A,2012,15810.88401,
NLD,GDEXPRD,TOT,MLN_USD,A,2013,15902.29927,
NLD,GDEXPRD,TOT,MLN_USD,A,2014,16511.52118,
NLD,GDEXPRD,TOT,MLN_USD,A,2015,16913.37293,
NLD,GDEXPRD,TOT,MLN_USD,A,2016,17388.32313,
NLD,GDEXPRD,TOT,MLN_USD,A,2017,17771.08187,
NLD,GDEXPRD,TOT,MLN_USD,A,2018,19849.20089,
NLD,GDEXPRD,TOT,PC_GDP,A,1981,1.621993744,
NLD,GDEXPRD,TOT,PC_GDP,A,1982,1.721262936,
NLD,GDEXPRD,TOT,PC_GDP,A,1983,1.758014745,
